stateCode,constituency
ML,Tikrikilla
ML,Phulbari
ML,Rajabala
ML,Selsella
ML,Dadenggre
ML,North Tura
ML,South Tura
ML,Rangsakon
ML,Ampati
ML,Mahendraganj
ML,Salmanpara
ML,Gambegre
ML,Dalu
ML,Rongara Siju
ML,Chokpot
ML,Baghmara
MZ,Hachhek
MZ,Dampa
MZ,Mamit
MZ,Tuirial
MZ,Kolasib
MZ,Serlui
MZ,Tuivawl
MZ,Chalfilh
MZ,Tawi
MZ,Aizawl North I
MZ,Aizawl North Ii
MZ,Aizawl North Iii
MZ,Aizawl East I
MZ,Aizawl East Ii
MZ,Aizawl West I
MZ,Aizawl West Ii
MZ,Aizawl West Iii
MZ,Aizawl South I
MZ,Aizawl South Ii
MZ,Aizawl South Iii
MZ,Lengteng
MZ,Tuichang
MZ,Champhai North
MZ,Champhai South
MZ,East Tuipui
MZ,Serchhip
MZ,Tuikum
MZ,Hrangturzo
MZ,South Tuipui
MZ,Lunglei North
MZ,Lunglei East
MZ,Lunglei West
MZ,Lunglei South
MZ,Thorang
MZ,West Tuipui
MZ,Tuichawng
MZ,Lawngtlai West
MZ,Lawngtlai East
MZ,Saiha
MZ,Palak
NL,Dimapur-I
NL,Dimapur-II
NL,Dimapur-III
NL,Ghaspani-I
NL,Ghaspani-II
NL,Tenning
NL,Peren
NL,Western Angami
NL,Kohima Town
NL,Northern Angami-I
NL,Northern Angami II
NL,Tseminyu
NL,Pughoboto
NL,Southern Angami I
NL,Southern Angami II
NL,Pfutsero
NL,Chizami
NL,Chazouba
NL,Phek
NL,Meluri
NL,Tuli
NL,Arkakong
NL,Impur
NL,Angetyongpang
NL,Mongoya
NL,Aonglenden
NL,Mokokchung Town
NL,Koridang
NL,Jangpetkong
NL,Alongtaki
NL,Akuluto
NL,Atoizu
NL,Suruhoto
NL,Aghunato
NL,Aghunato
NL,Satakha
NL,Tyui
NL,Wokha
NL,Sanis
NL,Bhandari
NL,Tizit
NL,Wakching
NL,Tapi
NL,Phomching
NL,Tehok
NL,Mon Town
NL,Aboi
NL,Aboi
NL,Tamlu
NL,Longleng
NL,Noksen
NL,Longkhim Chare
NL,Tuensang Sadar I
NL,Tuensang Sadar II
NL,Tobu
NL,Noklak
NL,Thonoknyu
NL,Shamator Chessore
NL,Seyochung Sitimi
NL,Pungro Kiphire
OR,Padampur
OR,Bijepur
OR,Bargarh
OR,Attabira
OR,Bhatli
OR,Brajarajnagar
OR,Jharsuguda
OR,Talsara
OR,Sundargarh
OR,Biramitrapur
OR,Raghunathpali
OR,Rourkela
OR,Rajgangpur
OR,Bonai
OR,Kuchinda
OR,Rengali
OR,Sambalpur
OR,Rairakhol
OR,Deogarh
OR,Telkoi
OR,Ghasipura
OR,Anandpur
OR,Patna
OR,Keonjhar
OR,Champua
OR,Jashipur
OR,Saraskana
OR,Rairangpur
OR,Bangriposi
OR,Karanjia
OR,Udala
OR,Badasahi
OR,Baripada
OR,Morada
OR,Jaleswar
OR,Bhograi
OR,Basta
OR,Balasore
OR,Remuna
OR,Nilagiri
OR,Soro
OR,Simulia
OR,Bhandaripokhari
OR,Bhadrak
OR,Basudevpur
OR,Dhamnagar
OR,Chandabali
OR,Binjharpur
OR,Bari
OR,Barchana
OR,Dharmasala
OR,Jajpur
OR,Korei
OR,Sukinda
OR,Dhenkanal
OR,Hindol
OR,Kamakhyanagar
OR,Parjanga
OR,Pallahara
OR,Talcher
OR,Angul
OR,Chhendipada
OR,Athmallik
OR,Birmaharajpur
OR,Sonepur
OR,Loisingha
OR,Patnagarh
OR,Bolangir
OR,Titilagarh
OR,Kantabanji
OR,Nuapada
OR,Khariar
OR,Umarkote
OR,Jharigam
OR,Nabarangpur
OR,Dabugam
OR,Lanjigarh
OR,Junagarh
OR,Dharmagarh
OR,Bhawanipatna
OR,Narla
OR,Baliguda
OR,G. Udayagiri
OR,Phulbani
OR,Kantamal
OR,Boudh
OR,Baramba
OR,Banki
OR,Athgarh
OR,Barabati-Cuttack
OR,Choudwar-Cuttack
OR,Niali
OR,Cuttack Sadar
OR,Salipur
OR,Mahanga
OR,Patkura
OR,Kendrapara
OR,Aul
OR,Rajanagar
OR,Mahakalapada
OR,Paradeep
OR,Tirtol
OR,Balikuda-Erasama
OR,Jagatsinghpur
OR,Kakatpur
OR,Nimapara
OR,Puri
OR,Brahmagiri
OR,Satyabadi
OR,Pipili
OR,Jayadev
OR,Bhubaneswar Central (Madhya)
OR,Bhubaneswar North
OR,Ekamra Bhubaneswar
OR,Jatani
OR,Begunia
OR,Khurda
OR,Chilika
OR,Ranpur
OR,Khandapada
OR,Daspalla
OR,Nayagarh
OR,Bhanjanagar
OR,Polasara
OR,Kabisuryanagar
OR,Khalikote
OR,Chhatrapur
OR,Asika
OR,Surada
OR,Sanakhemundi
OR,Hinjili
OR,Gopalpur
OR,Berhampur
OR,Digapahandi
OR,Chikiti
OR,Mohana
OR,Parlakhemundi
OR,Gunupur
OR,Bissam Cuttack
OR,Rayagada
OR,Lakshmipur
OR,Kotpad
OR,Jeypore
OR,Koraput
OR,Pottangi
OR,Malkangiri
OR,Chitrakonda
PY,Mannadipet
PY,Thirubuvanai
PY,Ossudu
PY,Mangalam
PY,Villianur
PY,Ozhukarai
PY,Kadirkamam
PY,Indira Nagar
PY,Thattanchavady
PY,Kamaraj Nagar
PY,Lawspet
PY,Kalapet
PY,Muthialpet
PY,Raj Bhavan
PY,Oupalam
PY,Orleampeth
PY,Nellithope
PY,Mudaliarpet
PY,Ariankuppam
PY,Manavely
PY,Embalam
PY,Nettapakkam
PY,Bahour
PY,Nedungadu
PY,Thirunallar
PY,Karaikal North
PY,Karaikal South
PY,Neravy T R Pattinam
PY,Mahe
PY,Yanam
PB,Sujanpur
PB,Bhoa
PB,Pathankot
PB,Gurdaspur
PB,Dina Nagar
PB,Qadian
PB,Batala
PB,Sri Hargobindpur
PB,Fatehgarh Churian
PB,Dera Baba Nanak
PB,Ajnala
PB,Raja Sansi
PB,Majitha
PB,Jandiala
PB,Amritsar North
PB,Amritsar West
PB,Amritsar Central
PB,Amritsar East
PB,Amritsar South
PB,Attari
PB,Tarn Taran
PB,Khem Karan
PB,Patti
PB,Khadoor Sahib
PB,Baba Bakala
PB,Bholath
PB,Kapurthala
PB,Sultanpur Lodhi
PB,Phagwara
PB,Phillaur
PB,Nakodar
PB,Shahkot
PB,Kartarpur
PB,Jalandhar West
PB,Jalandhar Central
PB,Jalandhar North
PB,Jalandhar Cantt.
PB,Adampur
PB,Mukerian
PB,Dasuya
PB,Urmar
PB,Sham Chaurasi
PB,Hoshiarpur
PB,Chabbewal
PB,Garhshankar
PB,Banga 
PB,Nawanshahr
PB,Balachaur
PB,Anandpur Sahib
PB,Rupnagar
PB,Chamkaur Sahib
PB,Kharar
PB,S.A.S. Nagar
PB,Bassi Pathana
PB,Fatehgarh Sahib
PB,Amloh
PB,Khanna
PB,Samrala
PB,Sahnewal
PB,Ludhiana East
PB,Ludhiana South
PB,Atam Nagar
PB,Ludhiana Central
PB,Ludhiana West
PB,Ludhiana North
PB,Gill
PB,Payal
PB,Dakha
PB,Raikot
PB,Jagraon
PB,Nihal Singhwala
PB,Bhagha Purana
PB,Moga
PB,Dharamkot
PB,Zira
PB,Firozpur City
PB,Firozpur Rural
PB,Guru Har Sahai
PB,Jalalabad
PB,Fazilka
PB,Abohar
PB,Balluana
PB,Lambi
PB,Gidderbaha
PB,Malout
PB,Muktsar
PB,Faridkot
PB,Kotkapura
PB,Jaitu
PB,Rampura Phul
PB,Bhucho Mandi
PB,Bathinda Urban
PB,Bathinda Rural
PB,Talwandi Sabo
PB,Maur
PB,Mansa
PB,Sardulgarh
PB,Budhlada
PB,Lehra
PB,Dirba
PB,Sunam
PB,Bhadaur
PB,Barnala
PB,Mehal Kalan
PB,Malerkotla
PB,Amargarh
PB,Dhuri
PB,Sangrur
PB,Nabha
PB,Patiala Rural
PB,Rajpura
PB,Dera Bassi
PB,Ghanaur
PB,Sanour
PB,Patiala
PB,Samana
PB,Shutrana
RJ,Sadulshahar
RJ,Ganganagar
RJ,Karanpur
RJ,Suratgarh
RJ,Raisinghnagar
RJ,Anupgarh
RJ,Sangaria
RJ,Hanumangarh
RJ,Pilibanga
RJ,Nohar
RJ,Bhadra
RJ,Khajuwala
RJ,Bikaner West
RJ,Bikaner East
RJ,Kolayat
RJ,Lunkaransar
RJ,Dungargarh
RJ,Nokha
RJ,Sadulpur
RJ,Taranagar
RJ,Sardarshahar
RJ,Churu
RJ,Ratangarh
RJ,Sujangarh
RJ,Pilani
RJ,Surajgarh
RJ,Jhunjhunu
RJ,Mandawa
RJ,Nawalgarh
RJ,Udaipurwati
RJ,Khetri
RJ,Fatehpur
RJ,Lachhmangarh
RJ,Dhod
RJ,Sikar
RJ,Danta Ramgarh
RJ,Khandela
RJ,Neem Ka Thana
RJ,Sri Madhopur
RJ,Kotputli
RJ,Viratnagar
RJ,Shahpura
RJ,Chomu
RJ,Phulera
RJ,Dudu
RJ,Jhotwara
RJ,Amber
RJ,Jamwa Ramgarh
RJ,Hawa Mahal
RJ,Vidhyadhar Nagar
RJ,Civil Lines
RJ,Kishan Pole
RJ,Adarsh Nagar
RJ,Malviya Nagar
RJ,Sanganer
RJ,Bagru
RJ,Bassi
RJ,Chaksu
RJ,Tijara
RJ,Kishangarh Bas
RJ,Mundawar
RJ,Behror
RJ,Bansur
RJ,Thanagazi
RJ,Alwar Rural
RJ,Alwar Urban
RJ,Ramgarh
RJ,Rajgarh–Laxmangarh
RJ,Kathumar
RJ,Kaman
RJ,Nagar
RJ,Deeg–Kumher
RJ,Bharatpur
RJ,Nadbai
RJ,Weir
RJ,Bayana
RJ,Baseri
RJ,Bari
RJ,Dholpur
RJ,Rajakhera
RJ,Todabhim
RJ,Hindaun
RJ,Karauli
RJ,Sapotra
RJ,Bandikui
RJ,Mahuwa
RJ,Sikrai
RJ,Dausa
RJ,Lalsot
RJ,Gangapur
RJ,Bamanwas
RJ,Sawai Madhopur
RJ,Khandar
RJ,Malpura
RJ,Niwai
RJ,Tonk
RJ,Deoli–Uniara
RJ,Kishangarh
RJ,Pushkar
RJ,Ajmer North
RJ,Ajmer South
RJ,Nasirabad
RJ,Beawar
RJ,Masuda
RJ,Kekri
RJ,Ladnun
RJ,Deedwana
RJ,Jayal
RJ,Nagaur
RJ,Khinvsar
RJ,Merta
RJ,Degana
RJ,Makrana
RJ,Parbatsar
RJ,Nawan
RJ,Jaitaran
RJ,Sojat
RJ,Pali
RJ,Marwar Junction
RJ,Bali
RJ,Sumerpur
RJ,Phalodi
RJ,Lohawat
RJ,Shergarh
RJ,Osian
RJ,Bhopalgarh
RJ,Sardarpura
RJ,Jodhpur
RJ,Soorsagar
RJ,Luni
RJ,Bilara
RJ,Jaisalmer
RJ,Pokaran
RJ,Sheo
RJ,Barmer
RJ,Baytoo
RJ,Pachpadra
RJ,Siwana
RJ,Gudha Malani
RJ,Chohtan
RJ,Ahore
RJ,Jalore
RJ,Bhinmal
RJ,Sanchore
RJ,Raniwara
RJ,Sirohi
RJ,Pindwara–Abu
RJ,Reodar
RJ,Gogunda
RJ,Jhadol
RJ,Kherwara
RJ,Udaipur Rural
RJ,Udaipur
RJ,Mavli
RJ,Vallabhnagar
RJ,Salumber
RJ,Dhariawad
RJ,Dungarpur
RJ,Aspur
RJ,Sagwara
RJ,Chorasi
RJ,Ghatol
RJ,Garhi
RJ,Banswara
RJ,Bagidora
RJ,Kushalgarh
RJ,Kapasan
RJ,Begun
RJ,Chittorgarh
RJ,Nimbahera
RJ,Bari Sadri
RJ,Pratapgarh
RJ,Bhim
RJ,Kumbhalgarh
RJ,Rajsamand
RJ,Nathdwara
RJ,Asind
RJ,Mandal
RJ,Sahara
RJ,Bhilwara
RJ,Shahpura
RJ,Jahazpur
RJ,Mandalgarh
RJ,Hindoli
RJ,Keshoraipatan
RJ,Bundi
RJ,Pipalda
RJ,Sangod
RJ,Kota North
RJ,Kota South
RJ,Ladpura
RJ,Ramganj Mandi
RJ,Anta
RJ,Kishanganj
RJ,Baran–Atru
RJ,Chhabra
RJ,Dag
RJ,Jhalarapatan
RJ,Khanpur
RJ,Manohar Thana
SK,Yoksam- Tashiding (BL)
SK,Yangthang
SK,Maneybong Dentam
SK,Gyalshing Barnyak
SK,Rinchenpong (BL)
SK,Daramdin (BL)
SK,Soreng Chakung
SK,Salghari Zoom 
SK,Barfung (BL)
SK,Poklok Kamrang
SK,Namchi Singhithang
SK,Melli
SK,Namthang Rateypani
SK,Temi Namphing
SK,Rangang Yangang
SK,Tumin Lingee (BL)
SK,Khamdong Singtam
SK,West Pendam 
SK,Rhenock
SK,Chujachen
SK,Gnathang Machong (BL)
SK,Namchaybong
SK,Shyari (BL)
SK,Martam Rumtek (BL)
SK,Upper Tadong
SK,Arithang
SK,Gangtok (BL)
SK,Upper Burtuk
SK,Kabi Lungchuk (BL)
SK,Djongu (BL)
SK,Lachen Mangan (BL)
SK,Sangha
TN,Gummidipoondi
TN,Ponneri
TN,Tiruttani
TN,Thiruvallur
TN,Poonamallee
TN,Avadi
TN,Maduravoyal
TN,Ambattur
TN,Madavaram
TN,Thiruvottiyur
TN,Dr. Radhakrishnan Nagar
TN,Perambur
TN,Kolathur
TN,Villivakkam
TN,Thiru. Vi. Ka. Nagar
TN,Egmore
TN,Royapuram
TN,Harbour
TN,Chepauk-Thiruvallikeni
TN,Thousand Lights
TN,Anna Nagar
TN,Virugambakkam
TN,Saidapet
TN,T. Nagar
TN,Mylapore
TN,Velachery
TN,Sholinganallur
TN,Alandur
TN,Sriperumbudur
TN,Pallavaram
TN,Tambaram
TN,Chengalpattu
TN,Thiruporur
TN,Cheyyur
TN,Maduranthakam
TN,Uthiramerur
TN,Kancheepuram
TN,Arakkonam
TN,Sholingur
TN,Katpadi (Vellore North)
TN,Ranipet
TN,Arcot
TN,Vellore (Vellore south)
TN,Anaikattu
TN,K. V. Kuppam
TN,Gudiyattam
TN,Vaniyambadi
TN,Ambur
TN,Jolarpet
TN,Tirupattur
TN,Uthangarai
TN,Bargur
TN,Krishnagiri
TN,Veppanahalli
TN,Hosur
TN,Thalli
TN,Palacode
TN,Pennagaram
TN,Dharmapuri
TN,Pappireddippatti
TN,Harur
TN,Chengam
TN,Tiruvannamalai
TN,Kilpennathur
TN,Kalasapakkam
TN,Polur
TN,Arani
TN,Cheyyar
TN,Vandavasi
TN,Gingee
TN,Mailam
TN,Tindivanam
TN,Vanur
TN,Villupuram
TN,Vikravandi
TN,Tirukkoyilur
TN,Ulundurpettai
TN,Rishivandiyam
TN,Sankarapuram
TN,Kallakurichi
TN,Gangavalli
TN,Attur
TN,Yercaud
TN,Omalur
TN,Mettur
TN,Edapadi
TN,Sankagiri
TN,Salem (West)
TN,Salem (North)
TN,Salem (South)
TN,Veerapandi
TN,Rasipuram
TN,Senthamangalam
TN,Namakkal
TN,Paramathi Velur
TN,Tiruchengodu
TN,Kumarapalayam
TN,Erode (East)
TN,Erode (West)
TN,Modakkurichi
TN,Perundurai
TN,Bhavani
TN,Anthiyur
TN,Gobichettipalayam
TN,Bhavanisagar
TN,Dharapuram
TN,Kangayam
TN,Avanashi
TN,Tiruppur (North)
TN,Tiruppur (South)
TN,Palladam
TN,Udumalaipettai
TN,Madathukulam
TN,Udhagamandalam
TN,Coonoor
TN,Gudalur
TN,Mettupalayam
TN,Sulur
TN,Kavundampalayam
TN,Coimbatore North
TN,Thondamuthur
TN,Coimbatore (South)
TN,Singanallur
TN,Kinathukadavu
TN,Pollachi
TN,Valparai
TN,Palani
TN,Oddanchatram
TN,Athoor
TN,Nilakottai
TN,Natham
TN,Dindigul
TN,Vedasandur
TN,Aravakurichi
TN,Karur
TN,Krishnarayapuram
TN,Kulithalai
TN,Manapaarai
TN,Srirangam
TN,Tiruchirappalli (West)
TN,Tiruchirappalli (East)
TN,Thiruverumbur
TN,Lalgudi
TN,Manachanallur
TN,Musiri
TN,Thuraiyur
TN,Perambalur
TN,Kunnam
TN,Ariyalur
TN,Jayankondam
TN,Tittakudi
TN,Vriddhachalam
TN,Neyveli
TN,Panruti
TN,Cuddalore
TN,Kurinjipadi
TN,Bhuvanagiri
TN,Chidambaram
TN,Kattumannarkoil
TN,Sirkazhi
TN,Mayiladuthurai
TN,Poompuhar
TN,Nagapattinam
TN,Kilvelur
TN,Vedaranyam
TN,Thiruthuraipoondi
TN,Mannargudi
TN,Thiruvarur
TN,Nannilam
TN,Thiruvidaimarudur
TN,Kumbakonam
TN,Papanasam
TN,Thiruvaiyaru
TN,Thanjavur
TN,Orathanadu
TN,Pattukkottai
TN,Peravurani
TN,Gandharvakottai
TN,Viralimalai
TN,Pudukkottai
TN,Thirumayam
TN,Alangudi
TN,Aranthangi
TN,Karaikudi
TN,Tiruppattur
TN,Sivaganga
TN,Manamadurai
TN,Melur
TN,Madurai East
TN,Sholavandan
TN,Madurai North
TN,Madurai South
TN,Madurai Central
TN,Madurai West
TN,Thiruparankundram
TN,Tirumangalam
TN,Usilampatti
TN,Andipatti
TN,Periyakulam
TN,Bodinayakanur
TN,Cumbum
TN,Rajapalayam
TN,Srivilliputhur
TN,Sattur
TN,Sivakasi
TN,Virudhunagar
TN,Aruppukkottai
TN,Tiruchuli
TN,Paramakudi
TN,Tiruvadanai
TN,Ramanathapuram
TN,Mudhukulathur
TN,Vilathikulam
TN,Thoothukudi
TN,Tiruchendur
TN,Tiruvaikuntam
TN,Ottapidaram
TN,Kovilpatti
TN,Sankarankovil
TN,Vasudevanallur
TN,Kadayanallur
TN,Tenkasi
TN,Alangulam
TN,Tirunelveli
TN,Ambasamudram
TN,Palayamkottai
TN,Nanguneri
TN,Radhapuram
TN,Kanniyakumari
TN,Nagercoil
TN,Colachal
TN,Padmanabhapuram
TN,Vilavancode
TN,Killiyoor
