stateCode,constituency
TN,Sriperumbudur
TN,Kancheepuram
TN,Arakkonam
TN,Vellore
TN,Krishnagiri
TN,Dharmapuri
TN,Tiruvannamalai
TN,Arani
TN,Villupuram
TN,Kallakurichi
TN,Salem
TN,Namakkal
TN,Erode
TN,Tiruppur
TN,Nilgiris
TN,Coimbatore
TN,Pollachi
TN,Dindigul
TN,Karur
TN,Tiruchirappalli
TN,Perambalur
TN,Cuddalore
TN,Chidambaram
TN,Mayiladuturai
TN,Nagapattinam
TN,Thanjavur
TN,Sivaganga
TN,Madurai
TN,Theni
TN,Virudhunagar
TN,Ramanathapuram
TN,Thoothukkudi
TN,Tenkasi
TN,Tirunelveli
TN,Kanyakumari
TG,Adilabad
TG,Peddapalle
TG,Karimnagar
TG,Nizamabad
TG,Zahirabad
TG,Medak
TG,Malkajgiri
TG,Secunderabad
TG,Hyderabad
TG,Chevella
TG,Mahbubnagar
TG,Nagarkurnool
TG,Nalgonda
TG,Bhongir
TG,Warangal
TG,Mahabubabad
TG,Khammam
TR,Tripura West
TR,Tripura East
UP,Saharanpur
UP,Kairana
UP,Muzaffarnagar
UP,Bijnor
UP,Nagina
UP,Moradabad
UP,Rampur
UP,Sambhal
UP,Amroha
UP,Meerut
UP,Baghpat
UP,Ghaziabad
UP,Gautam Buddha Nagar
UP,Bulandshahr
UP,Aligarh
UP,Hathras
UP,Mathura
UP,Agra
UP,Fatehpur Sikri
UP,Firozabad
UP,Mainpuri
UP,Etah
UP,Badaun
UP,Aonla
UP,Bareilly
UP,Pilibhit
UP,Shahjahanpur
UP,Kheri
UP,Dhaurahra
UP,Sitapur
UP,Hardoi
UP,Misrikh
UP,Unnao
UP,Mohanlalganj
UP,Lucknow
UP,Rae Bareli
UP,Amethi
UP,Sultanpur
UP,Pratapgarh
UP,Farrukhabad
UP,Etawah
UP,Kannauj
UP,Kanpur Urban
UP,Akbarpur
UP,Jalaun
UP,Jhansi
UP,Hamirpur
UP,Banda
UP,Fatehpur
UP,Kaushambi
UP,Phulpur
UP,Allahabad
UP,Barabanki
UP,Faizabad
UP,Ambedkar Nagar
UP,Bahraich
UP,Kaiserganj
UP,Shrawasti
UP,Gonda
UP,Domariyaganj
UP,Basti
UP,Sant Kabir Nagar
UP,Maharajganj
UP,Gorakhpur
UP,Kushi Nagar
UP,Deoria
UP,Bansgaon
UP,Lalganj
UP,Azamgarh
UP,Ghosi
UP,Salempur
UP,Ballia
UP,Jaunpur
UP,Machhlishahr
UP,Ghazipur
UP,Chandauli
UP,Varanasi
UP,Bhadohi
UP,Mirzapur
UP,Robertsganj
UT,Tehri Garhwal
UT,Garhwal
UT,Almora
UT,Nainital–Udhamsingh Nagar
UT,Haridwar
WB,Cooch Behar
WB,Alipurduars
WB,Jalpaiguri
WB,Darjeeling
WB,Raiganj
WB,Balurghat
WB,Maldaha Uttar
WB,Maldaha Dakshin
WB,Jangipur
WB,Baharampur
WB,Murshidabad
WB,Krishnanagar
WB,Ranaghat
WB,Bangaon
WB,Barrackpore
WB,Dum Dum
WB,Barasat
WB,Basirhat
WB,Jaynagar
WB,Mathurapur
WB,Diamond Harbour
WB,Jadavpur
WB,Kolkata Dakshin
WB,Kolkata Uttar
WB,Howrah
WB,Uluberia
WB,Srerampur
WB,Hooghly
WB,Arambag
WB,Tamluk
WB,Kanthi
WB,Ghatal
WB,Jhargram
WB,Medinipur
WB,Purulia
WB,Bankura
WB,Bishnupur
WB,Bardhaman Purba
WB,Bardhaman–Durgapur
WB,Asansol
WB,Bolpur
WB,Birbhum
AN,Andaman and Nicobar Islands
CH,Chandigarh
DN,Dadra and Nagar Haveli
DD,Daman and Diu
DL,Chandni Chowk
DL,North East Delhi
DL,East Delhi
DL,New Delhi
DL,North West Delhi
DL,West Delhi
DL,South Delhi
JK,Baramulla
JK,Srinagar
JK,Anantnag–Rajouri
JK,Udhampur
JK,Jammu
LA,Ladakh
LD,Lakshadweep
PY,Puducherry
